sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_267726,马小玲,况天涯,紫 ： 马家 的 血 （ 既 命运 之力 ） 加上 僵尸 血 （ 既 盘古 之力 ） 将 变成 特殊 的 紫眼 僵尸 “ 况天涯 ” “ 马小玲 ” “ 汤金 宝 ” 。,紫  马家 血  命运 之力  加上 僵尸 血  盘古 之力  变成 特殊 紫眼 僵尸  人物二   人物一   汤金 宝,-1
TRAIN_SENT_ID_281438,曾雅兰,侯昌明,【 PowerSunday 】 20090419 黄国伦 赵虹 乔 nono 陈志强 曾雅兰 侯允泽 侯昌明 任贤 齐 蝴蝶 姐姐,黄国伦 赵虹 乔  陈志强 人物一 侯允泽 人物二 任贤 齐 蝴蝶 姐姐,1
TRAIN_SENT_ID_264494,吴健雄,袁家骝,明德 学校 的 科技 楼 被 命名 为 “ 吴健雄 楼 ” ， 袁家骝 捐赠 25 万美元 作为 基建 费 。,明德 学校 科技 楼 命名  人物一 楼   人物二 捐赠  万美元 基建 费,1
TRAIN_SENT_ID_258355,张兆和,沈从文,第六 封 沈从文 致 张兆和 （ 1934.1 . 13 ）,第六 封 人物二 人物一,1
TRAIN_SENT_ID_262953,熊美玲,林秋离,No.41 玉山 之歌 林秋离 熊美玲 林志炫,玉山 之歌 人物二 人物一 林志炫,1
TRAIN_SENT_ID_274834,丁玲,胡也频,红色 恋人 — — 胡也频 · 丁玲,红色 恋人   人物二  人物一,1
TRAIN_SENT_ID_258702,刘禅,刘备,李雄 并 以 刘备 的 曾孙 刘玄 为 安乐 公 ， 继任 刘禅 的 爵位 。,李雄 人物二 曾孙 刘玄 安乐 公  继任 人物一 爵位,-1
TRAIN_SENT_ID_264503,吴健雄,袁家骝,在 袁家骝 和 吴健雄 的 建议 下 ， 袁家倜 在 天津 开 了 一家 西餐厅 。,人物二 人物一 建议  袁家倜 天津 开 一家 西餐厅,1
TRAIN_SENT_ID_273422,杨乐乐,汪涵,玫瑰 之约 主持 阵容 : 金晓琳 、 冯祺 、 郑慧琳 、 仇晓 、 汪涵 、 杨乐乐 。,玫瑰 之约 主持 阵容  金晓琳  冯祺  郑慧琳  仇晓  人物二  人物一,1
TRAIN_SENT_ID_252363,江别鹤,江玉郎,虽然 生性 淫邪 阴毒 ， 可 平生 最 看不上 伪君子 ， 直指 江别鹤 与 江玉郎 都 非 善类 ， 乃 伪善 之 辈 。,生性 淫邪 阴毒  平生 看不上 伪君子  直指 人物一 人物二 非 善类  伪善 辈,-1
TRAIN_SENT_ID_262506,扶苏,秦始皇,但是 遗书 被 佞臣 赵高 扣留 ， 秦始皇 驾崩 后赵 高 毁掉 了 真 遗召 ， 伪造 了 让 胡亥 即位 、 扶苏 自裁 的 假 遗召 。,遗书 佞臣 赵高 扣留  人物二 驾崩 后赵 高 毁掉 真 遗召  伪造 胡亥 即位  人物一 自裁 假 遗召,-1
TRAIN_SENT_ID_253651,沈浪,朱七七,三人 一同 去 到 藏匿 熊猫儿 和 朱七七 的 花 神祠 后 的 洞窟 欲 救人 ， 在 花 神祠 看到 与 白飞飞 神情 相像 的 花 神像 ， 沈浪 似 有所 悟 。,三人 一同 藏匿 熊猫儿 人物二 花 神祠 洞窟 欲 救人  花 神祠 看到 白飞飞 神情 相像 花 神像  人物一 似 有所 悟,1
TRAIN_SENT_ID_274787,丁玲,胡也频,面对 胡也频 和 冯雪峰 ， 丁玲 陷入 一种 情感 旋涡 。,面对 人物二 冯雪峰  人物一 陷入 一种 情感 旋涡,1
TRAIN_SENT_ID_257019,李嫣,王菲,这 也 是 王菲 及 身边 好友 首次 主动 曝光 李嫣 的 正面 照 。,人物二 身边 好友 首次 主动 曝光 人物一 正面,-1
TRAIN_SENT_ID_269331,陆雪琪,张小凡,张小凡 一看 不 对 ， 虽然 有心 对敌 ， 但 敌我 悬殊 太 大 ， 只得 扶著 陆雪琪 向 後 退去 。,人物二 一看  有心 对敌  敌我 悬殊 太  只得 扶著 人物一 後 退去,1
TRAIN_SENT_ID_285083,焦娇,曾江,曾江 和 焦娇,人物二 人物一,1
TRAIN_SENT_ID_273065,杨铁心,包惜弱,陈思思 （ 包惜弱 ） ， 秦沛 （ 杨铁心 ）,陈思思  人物二   秦沛  人物一,1
TRAIN_SENT_ID_263639,叶莉,姚明,叶莉 临近 预产期 ， 姚明 特意 把 安迪 的 电话 ?,人物一 临近 预产期  人物二 特意 安迪 电话,1
TRAIN_SENT_ID_281541,李锐,蒋韵,家人 ： 李锐 （ 父 ） 蒋韵 （ 母 ）,家人  人物一  父  人物二  母,1
TRAIN_SENT_ID_274802,丁玲,胡也频,丁玲 致 胡也频,人物一 人物二,1
TRAIN_SENT_ID_275952,夏东海,夏雨,于是 ， 夏东海 和 刘梅 拉 着 是 刘星 、 夏雨 ， 买 了 好多 东西 去 看 那个 被 撞伤 的 老奶奶 ， 老奶奶 的 儿媳妇 接待 了 他们 。,人物一 刘梅 拉 刘星  人物二  买 好多 东西 撞伤 老奶奶  老奶奶 儿媳妇 接待,-1
TRAIN_SENT_ID_265698,贾环,贾政,贾环 ， 父 贾政 母 赵姨娘 。,人物一  父 人物二 母 赵姨娘,-1
TRAIN_SENT_ID_272819,谢烨,顾城,为了 追求 他 的 自由王国 ， 顾城 和 谢烨 去 了 激流 岛 。,追求 自由王国  人物二 人物一 激流 岛,1
TRAIN_SENT_ID_282363,张奎,高兰英,BOSS 战 ： 张奎 + 高兰英 。,战  人物一  人物二,1
TRAIN_SENT_ID_270677,赵宏博,申雪,B 冰坛 伉俪 申雪 赵宏博,冰坛 伉俪 人物二 人物一,1
TRAIN_SENT_ID_273199,黄苗子,郁风,郁风 优美 柔和 的 画面 ， 配 上 黄苗子 粗砺 刚 猛 的 书法 ， 刚柔相济 。,人物二 优美 柔和 画面  配 人物一 粗砺 刚 猛 书法  刚柔相济,1
TRAIN_SENT_ID_262744,熊美玲,林秋离,No.193 独来独往 林秋离 熊美玲 何方,独来独往 人物二 人物一 何方,1
TRAIN_SENT_ID_258022,黄睿靓,陈致中,弟媳 ： 黄睿靓 （ 陈致中 妻 ）,弟媳  人物一  人物二 妻,1
TRAIN_SENT_ID_250294,秦始皇,胡亥,1 秦朝 （ 嬴姓 ） ： 秦始皇 嬴政 （ 亦 作 “ 嬴 正 ” ） ， 秦二世 嬴 胡亥,秦朝  嬴姓   人物一 嬴政  作  嬴 正    秦二世 嬴 人物二,-1
TRAIN_SENT_ID_265236,贾琏,贾赦,贾琏 回来 ， 因 办事 好 ， 贾赦 赏一妾 。,人物一 回来  办事  人物二 赏一妾,-1
TRAIN_SENT_ID_278945,汪涵,杨乐乐,湖南卫视 歌手 ： 张勇 ， 主持人 ： 李锐 、 张丹丹 、 汪涵 、 杨乐乐 、 李维嘉 、 李兵 、 李湘 、 马可 ，,湖南卫视 歌手  张勇  主持人  李锐  张丹丹  人物一  人物二  李维嘉  李兵  李湘  马可,1
TRAIN_SENT_ID_281821,李蕙仙,梁启超,梁启超 的 九 百余万 言 著作 ， 自有 李蕙仙 的 功劳 。,人物二 九 百余万 言 著作  自有 人物一 功劳,1
TRAIN_SENT_ID_264509,吴健雄,袁家骝,神仙 伴侣 — — 袁家骝 与 吴健雄,神仙 伴侣   人物二 人物一,1
TRAIN_SENT_ID_273965,白素,卫斯理,有 很多 人 喜欢 理智 、 机警 的 白素 ， 而 对 冲动 鲁莽 的 卫斯理 很 不 满意 。,很多 喜欢 理智  机警 人物一  冲动 鲁莽 人物二 满意,1
TRAIN_SENT_ID_255890,蒋介石,宋美龄,蒋介石 理解 他们 的 意图 ， 于是 接到 齐焌 的 电报 后 ， 立即 致电 正在 白宫 访问 的 宋美龄 ， 要 她 转告 罗斯福 总统 ， 请 其 注意 ， 电称 ：,人物一 理解 意图  接到 齐焌 电报  立即 致电 正在 白宫 访问 人物二  转告 罗斯福 总统  请 注意  电称,1
TRAIN_SENT_ID_275994,贾午,贾充,521 董承 522 董旻 523 董昭 524 董厥 525 董衡 526 董袭 527 虞翻 528 贾午 529 贾充 530 贾南风,董承  董旻  董昭  董厥  董衡  董袭  虞翻  人物一  人物二  贾南风,-1
TRAIN_SENT_ID_277704,李启铭,李刚,李启铭 ： 我爸 是 李刚,人物一  我爸 人物二,-1
TRAIN_SENT_ID_277251,王惠,郭德纲,就 这样 ， 王惠 接受 了 郭德纲 。,人物一 接受 人物二,1
TRAIN_SENT_ID_277107,浦安修,彭德怀,浦安修 按约 来到 吴家 花园 ， 她 和 彭德怀 关起门 谈 了 好久 。,人物一 按约 来到 吴家 花园  人物二 关起门 谈 好久,1
TRAIN_SENT_ID_259880,傅明宪,叶剑波,叶剑波 爱情 婚姻 : 太 座 傅明宪 六狗 “ 陪嫁 ”,人物二 爱情 婚姻  太 座 人物一 六狗  陪嫁,1
TRAIN_SENT_ID_281450,曾雅兰,侯昌明,20090127 来宾 ： 侯昌明 、 高凌风 、 小亮 哥 、 曾雅兰 、 金友庄 、 林姿佑,来宾  人物二  高凌风  小亮 哥  人物一  金友庄  林姿佑,1
TRAIN_SENT_ID_286763,梁洁华,黄日华,黄日华 刘美娟 徐婉薇 邓浩光 吴孟达 梁洁华 欧阳震华,人物二 刘美娟 徐婉薇 邓浩光 吴孟达 人物一 欧阳震华,1
TRAIN_SENT_ID_257017,李嫣,王菲,由于 小 李嫣 患有 先天性 唇腭裂 ， 为此 李亚鹏 和 王菲 建立 了 嫣然 天使 基金 ， 以 帮助 那些 同样 患病 的 儿童 。,人物一 患有 先天性 唇腭裂  李亚鹏 人物二 建立 嫣然 天使 基金  帮助 同样 患病 儿童,-1
TRAIN_SENT_ID_274788,丁玲,胡也频,最后 是 冯雪峰 黯然 离开 杭州 ， 丁玲 和 胡也频 和好如初 。,最后 冯雪峰 黯然 离开 杭州  人物一 人物二 和好如初,1
TRAIN_SENT_ID_274765,韩淑秀,郭松龄,一声 枪响 ， 郭松龄 倒 在 地上 ， 又 一声 枪响 ， 韩淑秀 追随 而 去 。,一声 枪响  人物二 倒 地上  一声 枪响  人物一 追随,1
TRAIN_SENT_ID_258656,刘禅,刘备,刘备 称帝 刘禅 纳妃,人物二 称帝 人物一 纳妃,-1
TRAIN_SENT_ID_272237,金正恩,金正日,本次 会议 还 推举 金正恩 为 朝鲜劳动党 第一书记 ， 将 金正日 “ 永远 拥戴 为 朝鲜劳动党 总书记 ” 。,本次 会议 推举 人物一 朝鲜劳动党 第一书记  人物二  永远 拥戴 朝鲜劳动党 总书记,-1
TRAIN_SENT_ID_253516,祝彪,扈三娘,“ 一丈 青 ” 扈三娘 与 邻庄 祝彪 喜订 姻缘 。,一丈 青  人物二 邻庄 人物一 喜订 姻缘,1
TRAIN_SENT_ID_255946,蒋介石,宋美龄,张学良 、 宋霭龄 、 于凤至 、 宋美龄 、 蒋介石,张学良  宋霭龄  于凤至  人物二  人物一,1
TRAIN_SENT_ID_283293,李俐,满文军,满文军 演出 回来 后 ， 给 李俐 打了个 电话 ， 约 她 出来 坐 一 坐 。,人物二 演出 回来  人物一 打了个 电话  约 坐 坐,1
TRAIN_SENT_ID_276273,西门吹雪,孙秀青,孙秀青 含泪 要 与 西门吹雪 决斗 。,人物二 含泪 人物一 决斗,1
TRAIN_SENT_ID_250171,秦始皇,胡亥,作者 还 指出 秦始皇 在 治国安邦 上 的 四大 失误 ， 认为 秦二世 胡亥 是 在 “ 给 老爸 的 错误 买单 ” 。,作者 指出 人物一 治国安邦 四大 失误  认为 秦二世 人物二  老爸 错误 买单,-1
TRAIN_SENT_ID_258304,陈建斌,蒋勤勤,蒋勤勤 和 陈建斌 的 家庭 是 标准 的 4 - 2 - 1 式 家庭 。,人物二 人物一 家庭 标准      式 家庭,1
TRAIN_SENT_ID_277783,晋陵公主,谢混,晋陵公主 无奈 之下 就 把 谢家 的 事情 委托 给 谢混 的 侄儿 谢弘微 。,人物一 无奈 之下 谢家 事情 委托 人物二 侄儿 谢弘微,1
TRAIN_SENT_ID_274926,晏几道,晏殊,柳永 、 晏殊 、 晏几道 、 周邦彦 、 李清照 、 秦观 、 姜夔 、 吴文英 、 李煜 、 欧阳修 等 。,柳永  人物二  人物一  周邦彦  李清照  秦观  姜夔  吴文英  李煜  欧阳修,-1
TRAIN_SENT_ID_283430,张月亮,张铁林,6 、 张铁林 张月亮,人物二 人物一,-1
TRAIN_SENT_ID_286652,高适,高崇文,还有 诗人 高适 ， 大将军 高崇文 、 高仙芝 、 高骈 ， 等 。,诗人 人物一  大将军 人物二  高仙芝  高骈,-1
TRAIN_SENT_ID_253929,况天涯,马小玲,紫 ： 马家 的 血 加上 僵尸 毒 将 变成 特殊 的 紫眼 僵尸 “ 况天涯 ” “ 马小玲 ” “ 汤金 宝 ” 。,紫  马家 血 加上 僵尸 毒 变成 特殊 紫眼 僵尸  人物一   人物二   汤金 宝,-1
TRAIN_SENT_ID_282245,易连恺,秦桑,18 . 邂逅 · 【 迷雾 围城 】 （ 原名 《 夜色 》 ） [ 主角 ： 易连恺 ， 秦桑 ],邂逅   迷雾 围城   原名  夜色    主角  人物一  人物二,1
TRAIN_SENT_ID_263508,梅葆玖,梅兰芳,122 、 霸王别姬 梅兰芳 刘连荣 （ 梅葆玖 景荣庆 ）,霸王别姬 人物二 刘连荣  人物一 景荣庆,-1
TRAIN_SENT_ID_272917,王岳伦,王诗龄,王岳伦 、 王诗龄,人物一  人物二,-1
TRAIN_SENT_ID_273533,殷素素,张翠山,以 “ 狮子吼 ” 震败 王盘山 群雄 ， 抢夺 屠龙刀 ， 后 狂性 大发 ， 双目 被 殷素素 所毁 ， 与 她 和 张翠山 三人 流落 冰火 岛 。,狮子吼  震败 王盘山 群雄  抢夺 屠龙刀  狂性 大发  双目 人物一 所毁  人物二 三人 流落 冰火 岛,1
TRAIN_SENT_ID_262876,熊美玲,林秋离,宠物 歌曲 : 宠物 《 宠物 》 : 词 : 林秋离 曲 : 熊美玲,宠物 歌曲  宠物  宠物   词  人物二 曲  人物一,1
TRAIN_SENT_ID_279239,长孙无极,孟扶摇,- - - - - 长孙无极 和 孟扶摇,人物一 人物二,1
TRAIN_SENT_ID_260366,穆桂英,杨宗保,剧务 ： 陈小明 、 张松 藏 、 胡 释文 、 柳信合 杨宗保 与 穆桂英,剧务  陈小明  张松 藏  胡 释文  柳信合 人物二 人物一,1
TRAIN_SENT_ID_281629,黄峨,杨慎,《 桂湖恋 》 是 黄峨 对 杨慎 的 相思 之苦 ， 缠绵 悲切 。,桂湖恋  人物一 人物二 相思 之苦  缠绵 悲切,1
TRAIN_SENT_ID_262031,李纨,贾兰,4 、 教书 数次 之 後 ， 被 贾兰 画成 花脸 ， 见到 李纨 ......,教书 数次 後  人物二 画成 花脸  见到 人物一,-1
TRAIN_SENT_ID_260326,穆桂英,杨宗保,对话 ： 杨宗保 VS 姜喝 ； 穆桂英 VS 姜喝,对话  人物二  姜喝  人物一  姜喝,1
TRAIN_SENT_ID_269055,刘德华,朱丽倩,明星 : 刘德华 和 朱丽倩 ：,明星  人物一 人物二,1
TRAIN_SENT_ID_273397,杨乐乐,汪涵,Q版 汪涵 老婆 ： 杨乐乐,版 人物二 老婆  人物一,1
TRAIN_SENT_ID_281793,陈杏妍,陈勋奇,1999 《 辣椒 教师 》 （ 合演 ： 陈勋奇 杨恭如 雷颂德 陈法蓉 林尚义 付小明 曾志伟 陈杏妍 等 ）,辣椒 教师   合演  人物二 杨恭如 雷颂德 陈法蓉 林尚义 付小明 曾志伟 人物一,-1
TRAIN_SENT_ID_273578,陈建州,范玮琪,陈建州 和 范玮琪 ：,人物一 人物二,1
TRAIN_SENT_ID_268581,潘金莲,武大郎,— — 潘金莲 无法 接受 丑陋 的 武大郎 ， 一病不起 。,人物一 无法 接受 丑陋 人物二  一病不起,1
TRAIN_SENT_ID_260384,穆桂英,杨宗保,杨宗保 因破 天门 阵寻 降龙木 误闯 穆柯寨 ， 与 穆桂英 私结 姻缘 ， 即 此地 也 。,人物二 因破 天门 阵寻 降龙木 误闯 穆柯寨  人物一 私结 姻缘,1
TRAIN_SENT_ID_269881,张默,张国立,"演员 ： 张国立 ， 王刚 ， 郑家 瑜 黄维德 , 张默 等",演员  人物二  王刚  郑家 瑜 黄维德  人物一,-1
TRAIN_SENT_ID_273546,殷素素,张翠山,张翠山 写 到 “ 锋 ” 字 的 最后 一笔 ， 银钩 和 铁笔 同时 在 石壁 上 一撑 ， 翻身 落地 ， 轻轻 巧巧 的 落 在 殷素素 身旁 。,人物二 写  锋  字 最后 一笔  银钩 铁笔 石壁 一撑  翻身 落地  轻轻 巧巧 落 人物一 身旁,1
TRAIN_SENT_ID_267497,宋霭龄,孔祥熙,孔祥熙 和 宋霭龄 又 叫 人 连夜 赶制 了 6 箱 嫁妆 送到 美国 。,人物二 人物一 连夜 赶制  箱 嫁妆 送到 美国,1
TRAIN_SENT_ID_266809,萧峰,萧远山,被 萧峰 之 父 萧远山 偷袭 ， 一 掌震得 五脏 剧裂 而亡 。,人物一 父 人物二 偷袭  掌震得 五脏 剧裂 而亡,-1
TRAIN_SENT_ID_273462,凌操,凌统,6 凌操 ， 凌统 登场 （ 孙策 军 ）,人物一  人物二 登场  孙策 军,-1
TRAIN_SENT_ID_262544,扶苏,秦始皇,扶苏 的 劝谏 触怒 了 秦始皇 。,人物一 劝谏 触怒 人物二,-1
TRAIN_SENT_ID_260877,贾珍,贾蓉,贾珍 为了 招待 人 摆阔 ， 所以 只能 派 贾蓉 来 向凤姐 借 。,人物一 招待 摆阔  只能 派 人物二 向凤姐,-1
TRAIN_SENT_ID_271967,林丹,谢杏芳,谢杏芳 与 林丹,人物二 人物一,1
TRAIN_SENT_ID_274269,贾敬,贾珍,大色空 十二 贾氏 : ： 贾敬 、 贾赦 、 贾政 、 贾宝玉 、 贾琏 、 贾珍 、 贾环 、 贾蓉 、 贾兰 、 贾芸 、 贾蔷 、 贾芹 。,大色空 十二 贾氏   人物一  贾赦  贾政  贾宝玉  贾琏  人物二  贾环  贾蓉  贾兰  贾芸  贾蔷  贾芹,-1
TRAIN_SENT_ID_281684,蒋韵,李锐,李锐 ， 蒋韵 合著 《 人间 》,人物二  人物一 合著  人间,1
TRAIN_SENT_ID_267928,杨宗保,杨延昭,李玉茹 — — 穆桂英 黄正勤 — — 杨宗保 孙正阳 — — 穆瓜 王啸 麟 — — 杨延昭,李玉茹   穆桂英 黄正勤   人物一 孙正阳   穆瓜 王啸 麟   人物二,-1
TRAIN_SENT_ID_273325,秦香莲,陈世美,Chapter4 明明 是 陈世美 ， 我 不是 秦香莲,明明 人物二  人物一,1
TRAIN_SENT_ID_265831,郭涛,郭子睿,"石头 队 ( D , C2 , E3 ) ： 郭涛 、 郭子睿 （ 石头 ） 、 孙坚 、 黄艺馨",石头 队         人物一  人物二  石头   孙坚  黄艺馨,-1
TRAIN_SENT_ID_273068,杨铁心,包惜弱,谢贤 （ 杨铁心 ） ， 李司棋 （ 包惜弱 ）,谢贤  人物一   李司棋  人物二,1
TRAIN_SENT_ID_270667,赵宏博,申雪,申雪 、 赵宏博 ： 结对 双滑 登 巅峰,人物二  人物一  结对 双滑 登 巅峰,1
TRAIN_SENT_ID_283840,连丽如,连阔如,本书 分 三册 ， 连阔如 传 本 ， 连丽如 口述 ， 李滨声 手绘 插图 。,本书 分 三册  人物二 传  人物一 口述  李滨声 手绘 插图,-1
TRAIN_SENT_ID_269308,陆雪琪,张小凡,张小凡 回头一看 ， 果然 见 陆雪琪 微微 翻身 ， 嘴角 动 了 两下 ， 缓缓 睁开 了 眼睛 。,人物二 回头一看  见 人物一 微微 翻身  嘴角 动 两下  缓缓 睁开 眼睛,1
TRAIN_SENT_ID_277396,樊姬,楚庄王,樊姬 屡次 苦口婆心 地 劝导 ， 却 收效甚微 ， 楚庄王 依旧 我行我素 。,人物一 屡次 苦口婆心 劝导  收效甚微  人物二 依旧 我行我素,1
TRAIN_SENT_ID_256025,蒋介石,宋美龄,第一章 宋美龄 与 蒋介石 的 结合,第一章 人物二 人物一 结合,1
TRAIN_SENT_ID_262998,熊美玲,林秋离,No.22 今夜 微雨 林秋离 熊美玲 江淑娜,今夜 微雨 人物二 人物一 江淑娜,1
TRAIN_SENT_ID_274711,龙啸云,林诗音,而 李寻欢 为了 龙啸云 而 抛弃 了 自己 深爱 的 林诗音 。,李寻欢 人物一 抛弃 深爱 人物二,1
TRAIN_SENT_ID_270860,姜承,欧阳倩,《 路 尽 相思 》 — 记 姜承 欧阳倩,路 相思   记 人物一 人物二,1
TRAIN_SENT_ID_259136,刘备,刘禅,第四 编 汉昭烈 帝 刘备 《 遗诏 敕 刘禅 》,第四 编 汉昭烈 帝 人物一  遗诏 敕 人物二,-1
TRAIN_SENT_ID_269203,陆雪琪,张小凡,结局 张小凡 与 陆雪琪 携手 归隐 。,结局 人物二 人物一 携手 归隐,1
TRAIN_SENT_ID_279288,吴宗宪,张葳葳,吴宗宪 事后 请 老婆 张葳葳 打电话 安慰 谢依纯 ， 教 她 如何 当 艺人 的 老婆 。,人物一 事后 请 老婆 人物二 打电话 安慰 谢依纯  教 艺人 老婆,1
TRAIN_SENT_ID_258707,刘禅,刘备,刘备 ： 糜贞 ， 甘倩 ， 刘禅 ， 刘理 ， 刘莹,人物二  糜贞  甘倩  人物一  刘理  刘莹,-1
TRAIN_SENT_ID_285548,武青婴,武烈,后代 ： 武烈 ， 武青婴,后代  人物二  人物一,-1
TRAIN_SENT_ID_251373,李安琪,李小鹏,李小鹏 李安琪,人物二 人物一,1
TRAIN_SENT_ID_253624,沈浪,朱七七,沈浪 对 朱七七 的 情,人物一 人物二 情,1
TRAIN_SENT_ID_284123,庄襄王后,秦庄襄王,庄襄王后 ， 赵国 人 ， 因其夫 秦庄襄王 嬴姓 ， 赵氏 ， 故称 赵姬 。,人物一  赵国  因其夫 人物二 嬴姓  赵氏  故称 赵姬,1
TRAIN_SENT_ID_276800,丁夫人,曹操,丁夫人 薨 ， 曹操 就 将 卞 后 扶正 。,人物一 薨  人物二 卞 扶正,1
TRAIN_SENT_ID_276017,贾午,贾充,526 董袭 527 虞翻 528 贾午 529 贾充 530 贾南风,董袭  虞翻  人物一  人物二  贾南风,-1
TRAIN_SENT_ID_253792,申雪,赵宏博,( 2010.2 . 16 被 申雪 赵宏博 打破 ）,人物一 人物二 打破,1
TRAIN_SENT_ID_276334,岳灵珊,林平之,第二十六章 岳灵珊 ， 林平之,第二十六章 人物一  人物二,1
TRAIN_SENT_ID_270009,张耳,张敖,张敖 ： 本书 卷三二 《 张耳 传 》 附其传 。,人物二  本书 卷三二  人物一 传  附其传,-1
TRAIN_SENT_ID_260882,贾珍,贾蓉,也 就是 在 第二十九回 清虚观 打醮 一节 ， 贾珍 因为 贾蓉 躲懒 而 收拾 他 的 一段 ：,第二十九回 清虚观 打醮 一节  人物一 人物二 躲懒 收拾 一段,-1
TRAIN_SENT_ID_281728,宋共公,宋文公,历适 宋文公 、 宋共公 、 宋平公 。,历适 人物二  人物一  宋平公,-1
TRAIN_SENT_ID_278962,花大脚,程咬金,"第三 对 : 程咬金 , 花大脚 。",第三  人物二  人物一,1
TRAIN_SENT_ID_263155,胡亥,秦始皇,原文 : 《 史记 · 秦始皇 本纪 》 ： “ （ 胡亥 ） 诛 （ 李 ） 斯 、 （ 冯 ） 去 疾 ， 任用 赵高 。,原文   史记  人物二 本纪     人物一  诛  李  斯   冯  疾  任用 赵高,-1
TRAIN_SENT_ID_264072,刘备,孙尚香,张飞 、 诸葛亮 、 刘备 脩 、 大乔 、 小乔 、 孙尚香,张飞  诸葛亮  人物一 脩  大乔  小乔  人物二,1
TRAIN_SENT_ID_260286,穆桂英,杨宗保,代表作 有 《 蔡文姬 》 、 《 杨宗保 与 穆桂英 》 、 《 窃 符救 赵 》 、 《 戚继光 》 、 《 驾鹤 飞天 》 、 《 献寿图 》 等 。,代表作  蔡文姬    人物二 人物一    窃 符救 赵    戚继光    驾鹤 飞天    献寿图,1
TRAIN_SENT_ID_269907,张默,张国立,张国立 、 徐帆 、 陈道明 、 张默,人物二  徐帆  陈道明  人物一,-1
TRAIN_SENT_ID_262914,熊美玲,林秋离,No.91 花落 染红 泥 林秋离 熊美玲 于千慧,花落 染红 泥 人物二 人物一 于千慧,1
TRAIN_SENT_ID_262789,熊美玲,林秋离,No.33 心酸 讲无话 （ 台语 ） 林秋离 熊美玲 江青 蓉,心酸 讲无话  台语  人物二 人物一 江青 蓉,1
TRAIN_SENT_ID_260853,贾珍,贾蓉,他 上 有 贾珍 溺爱 ， 下 有 贾蓉 匡助 ， 越发 自大 起来 。,人物一 溺爱  人物二 匡助  越发 自大 起来,-1
TRAIN_SENT_ID_272112,张翠山,殷素素,张翠山 和 殷素素 为存 忠义 ， 维护 谢逊 而 三缄其口 。,人物一 人物二 为存 忠义  维护 谢逊 三缄其口,1
TRAIN_SENT_ID_268101,樊梨花,薛丁山,第三十回 樊梨花 移山倒海 三擒三放 薛丁山,第三十回 人物一 移山倒海 三擒三放 人物二,1
TRAIN_SENT_ID_256330,孙尚香,刘备,孙尚香 哭 祭 刘备 的 那座 山 ， 后人 把 它 称为 望夫山 ， 并 在 山上 修庙塑 像 。,人物一 哭 祭 人物二 那座 山  后人 称为 望夫山  山上 修庙塑,1
TRAIN_SENT_ID_262368,汪精卫,陈璧君,汪精卫 与 陈璧君,人物一 人物二,1
TRAIN_SENT_ID_262946,熊美玲,林秋离,No.206 让 我 错怪 你 吧 林秋离 熊美玲 游鸿明,错怪 人物二 人物一 游鸿明,1
TRAIN_SENT_ID_270406,关平,关羽,关羽 部将 廖化 、 关平 率军 攻打 襄阳 ， 曹操 部将 曹仁 领兵 抵抗 ， 结果 大败 ， 退守 樊城 。,人物二 部将 廖化  人物一 率军 攻打 襄阳  曹操 部将 曹仁 领兵 抵抗  大败  退守 樊城,-1
TRAIN_SENT_ID_258346,张兆和,沈从文,第十六 封 沈从文 致 张兆和 （ 1934.1 . 16 ）,第十六 封 人物二 人物一,1
TRAIN_SENT_ID_285519,双儿,韦小宝,双儿 跟 了 韦小宝 ， 是 自愿 的 ， 也 是 向往 的 。,人物一 人物二  自愿  向往,1
TRAIN_SENT_ID_251227,廖仲恺,何香凝,广州 仲恺 农工 学校 旧址 （ 廖仲恺 何香凝 纪念馆 ） 位于 广州 海珠区 纺织 路 东沙 街 24 号 。,广州 仲恺 农工 学校 旧址  人物一 人物二 纪念馆  位于 广州 海珠区 纺织 路 东沙 街  号,1
TRAIN_SENT_ID_285078,邱镇江,许秀年,许秀年 、 邱镇江 全家福,人物二  人物一 全家福,1
TRAIN_SENT_ID_273567,陈建州,范玮琪,T恤 ： “ 黑人 ” 陈建州 和 范玮琪 主导 的 公益 T恤 “ LoveLife ” 此次 献上 了 “ WS 定制 版 ” 。,恤   黑人  人物一 人物二 主导 公益 恤    献上   定制 版,1
TRAIN_SENT_ID_275596,闵柔,石清,梅芳姑 厉声 问 ， 既然如此 ， 为什么 石清 偏 跟 闵柔 好 ， 而 不 喜欢 她 ？,梅芳姑 厉声 问  既然如此  人物二 偏 人物一  喜欢,1
TRAIN_SENT_ID_271441,杨云,杨威,杨云 的 离开 让 杨威 觉得 天 都 快 塌下来 了 。,人物一 离开 人物二 觉得 天 快 塌下来,1
TRAIN_SENT_ID_272866,杨威,杨云,杨威 杨云 ， 你们好 ！,人物一 人物二  你们好,1
TRAIN_SENT_ID_278736,尤氏,贾蓉,由此 推断 尤氏 比 贾蓉 大不了 多少 。,推断 人物一 人物二 大不了,-1
TRAIN_SENT_ID_264617,纪晓芙,杨不悔,10 灭绝师太 、 杨逍 、 纪晓芙 、 杨不悔 和 殷梨亭 / 179,灭绝师太  杨逍  人物一  人物二 殷梨亭,-1
