sent_id,entity1,entity2,sent,processed_sent,label,hard_match
TRAIN_SENT_ID_282162,郝龙斌,郝柏村,郝柏村 ( 邰智源 ) / 郝龙斌 ( 许杰 辉 ),人物二  邰智源   人物一  许杰 辉,-1,0
TRAIN_SENT_ID_273849,范柳原,白流苏,范柳原 和 白流苏,人物一 人物二,1,0
TRAIN_SENT_ID_277935,言希,温衡,温衡 ； 天然 ； Amo ； 木落 嘎 歪 ； 言希 ； 长苏 ； 千靥 ； 绿空 ； 上官 芷 若 ； 默默,人物二  天然    木落 歪  人物一  长苏  千靥  绿空  上官 芷  默默,1,0
TRAIN_SENT_ID_274141,汤国梨,章太炎,汤国梨 任 该校 教务长 ， 内外 事务 均 由 她 包办 管理 ， 井井有条 ， 为 章太炎 助 一臂之力 。,人物一 该校 教务长  内外 事务 均 包办 管理  井井有条  人物二 助 一臂之力,1,0
TRAIN_SENT_ID_256016,蒋介石,宋美龄,蒋介石 和 宋美龄 多次 在 此 避暑 ， 这幢 小楼 位于 香山寺 内 东南侧 ， 被 称为 “ 蒋宋 别墅 ” 。,人物一 人物二 多次 避暑  这幢 小楼 位于 香山寺 东南侧  称为  蒋宋 别墅,1,0
TRAIN_SENT_ID_281541,李锐,蒋韵,家人 ： 李锐 （ 父 ） 蒋韵 （ 母 ）,家人  人物一  父  人物二  母,1,0
TRAIN_SENT_ID_255827,蒋介石,宋美龄,畅销书 《 蒋介石 自述 》 + 《 宋美龄 画传 》 ；,畅销书  人物一 自述    人物二 画传,1,0
TRAIN_SENT_ID_283000,孟扶摇,长孙无极,然而 ， 为了 帮助 孟扶摇 ， 长孙无极 、 战 北野 、 宗越 都 赶赴 穹苍 ，,帮助 人物一  人物二  战 北野  宗越 赶赴 穹苍,1,0
TRAIN_SENT_ID_278967,刘令娴,徐悱,子 徐陵 称 “ 一代文宗 ” ， 徐悱 、 刘令娴 文坛 伉俪 美名 远扬 。,子 徐陵 称  一代文宗   人物二  人物一 文坛 伉俪 美名 远扬,1,0
TRAIN_SENT_ID_264038,刘备,孙尚香,吴侯 孙权 为了 夺取 被 刘备 占据 的 荆州 ， 以 孙尚香 为 钓饵 设 下 联姻 骗局 。,吴侯 孙权 夺取 人物一 占据 荆州  人物二 钓饵 设 联姻 骗局,1,0
TRAIN_SENT_ID_256308,孙尚香,刘备,孙尚香 将 “ 蟹黄 包 ” 装上 用 芦叶 制成 的 小船 ， 随 长江 水 漂流 至 大海 ， 表示 自己 对 刘备 海枯石烂 心不变 。,人物一  蟹黄 包  装上 芦叶 制成 小船  长江 水 漂流 大海  表示 人物二 海枯石烂 心不变,1,0
TRAIN_SENT_ID_262865,熊美玲,林秋离,No.180 预感 林秋离 熊美玲 孟庭苇,预感 人物二 人物一 孟庭苇,1,0
TRAIN_SENT_ID_277236,张茜,张卫健,不过 ， 那时 刚出道 的 张茜 对 “ 大 明星 ” 张卫健 一点 都 不来电 。,刚出道 人物一  明星  人物二 一点 不来电,1,0
TRAIN_SENT_ID_262956,熊美玲,林秋离,No.14 不要 被 爱情 伤 了 林秋离 熊美玲 蓝心湄,不要 爱情 伤 人物二 人物一 蓝心湄,1,0
TRAIN_SENT_ID_276896,罗启锐,张婉婷,罗启锐 、 张婉婷 《 七小福 》,人物一  人物二  七小福,1,0
TRAIN_SENT_ID_262684,况天佑,马小玲,077 初会 马小玲 ， 况天佑 到来,初会 人物二  人物一 到来,1,0
TRAIN_SENT_ID_277800,晋陵公主,谢混,晋陵公主 于是 把 谢家 的 事 全都 托付给 谢混 的 侄儿 谢弘微 。,人物一 谢家 事 全都 托付给 人物二 侄儿 谢弘微,1,0
TRAIN_SENT_ID_278528,李秀文,叶挺,不久 ， 叶挺 决定 先 让 李秀文 回 广州 。,不久  人物二 决定 先 人物一 回 广州,1,0
TRAIN_SENT_ID_262983,熊美玲,林秋离,No.113 浮生 梦 林秋离 熊美玲 蔡幸娟,浮生 梦 人物二 人物一 蔡幸娟,1,0
TRAIN_SENT_ID_276710,刘梅,夏东海,刘梅 觉得 事情 重大 ， 决定 阻止 马军 的 鲁莽 行为 ， 她 一方面 让 夏东海 去 找 马军 的 妈妈 ， 一方面 不动声色 地 稳住 马军 。,人物一 觉得 事情 重大  决定 阻止 马军 鲁莽 行为  人物二 找 马军 妈妈  不动声色 稳住 马军,1,0
TRAIN_SENT_ID_263284,胡亥,秦始皇,1 秦朝 （ 嬴姓 ） ： 秦始皇 嬴政 （ 亦 作 “ 嬴 正 ” ） ， 秦二世 嬴 胡亥,秦朝  嬴姓   人物二 嬴政  作  嬴 正    秦二世 嬴 人物一,-1,0
TRAIN_SENT_ID_271977,林丹,谢杏芳,关于 成绩 和 恋情 的 关系 ， 林丹 谢杏芳 有 案例 在 先 。,成绩 恋情 关系  人物一 人物二 案例 先,1,0
TRAIN_SENT_ID_265166,尤二姐,贾琏,贾琏 尤二姐,人物二 人物一,1,0
TRAIN_SENT_ID_279604,晏紫,李圣根,李圣根 恋爱 经过 : 博客 殷勤 回帖 征服 晏紫,人物二 恋爱  博客 殷勤 回帖 征服 人物一,1,0
TRAIN_SENT_ID_262743,熊美玲,林秋离,No.1 CALLME 林秋离 熊美玲 邝美云,人物二 人物一 邝美云,1,0
TRAIN_SENT_ID_271921,阎婆惜,宋江,卖俏行奸 词语 辨析 : 【 举例 造句 】 ： 这 阎婆惜 被 那 张三 小意儿 百依百随 ， 轻怜重惜 ， 卖俏迎奸 ， 引乱 这 婆娘 的 心 ， 如何 肯恋 宋江 ？,卖俏行奸 词语 辨析   举例 造句   人物一 张三 小意儿 百依百随  轻怜重惜  卖俏迎奸  引乱 婆娘 心  肯恋 人物二,1,0
TRAIN_SENT_ID_262813,熊美玲,林秋离,No.151 黑夜 白天 林秋离 熊美玲 黄莺莺,黑夜 白天 人物二 人物一 黄莺莺,1,0
TRAIN_SENT_ID_260036,严英云,徐良,尽管如此 ， 严英云 还是 不愿 接受 徐良 。,人物一 不愿 接受 人物二,1,0
TRAIN_SENT_ID_275108,朱七七,沈浪,对决 一 ： 朱七七 + 沈浪 VS 仁义 山庄 + 七大 高手,对决  人物一  人物二  仁义 山庄  七大 高手,1,0
TRAIN_SENT_ID_286731,苏誉,苏珩,苏珩 之师 ， 苏誉 之母 。,人物二 之师  人物一 之母,-1,0
TRAIN_SENT_ID_273309,秦香莲,陈世美,秦香莲 毫无 察觉 ， 倾力 伺候 一家老小 ， 艰难 筹钱 送 陈世美 赴京 赶考 。,人物一 毫无 察觉  倾力 伺候 一家老小  艰难 筹钱 送 人物二 赴京 赶考,1,0
TRAIN_SENT_ID_279071,公孙绿萼,裘千尺,第二百 一 十二章 裘千尺 和 公孙绿萼,第二百 十二章 人物二 人物一,-1,0
TRAIN_SENT_ID_263227,胡亥,秦始皇,秦始皇 为什么 宠爱 胡亥 ？,人物二 宠爱 人物一,-1,0
TRAIN_SENT_ID_265194,尤二姐,贾琏,多 情人 的 尤二姐 ， 遇到 的 是 “ 寡情 人 ” 贾琏 。,情人 人物一  遇到  寡情  人物二,1,0
TRAIN_SENT_ID_278944,汪涵,杨乐乐,主持 ： 李湘 、 汪涵 、 杨乐乐 、 李响 、 夏颖,主持  李湘  人物一  人物二  李响  夏颖,1,0
TRAIN_SENT_ID_259093,刘备,刘禅,历位 两国 ， 侍奉 三帝 （ 刘备 、 刘禅 、 司马炎 ） 。,历位 两国  侍奉 三帝  人物一  人物二  司马炎,-1,0
TRAIN_SENT_ID_253748,申雪,赵宏博,邓亚萍 、 高敏 、 李玲蔚 、 谢军 、 张怡宁 、 王义夫 、 刘翔 、 罗雪娟 、 王军霞 、 郎平 、 申雪 、 赵宏博 - - - - -,邓亚萍  高敏  李玲蔚  谢军  张怡宁  王义夫  刘翔  罗雪娟  王军霞  郎平  人物一  人物二,1,0
TRAIN_SENT_ID_260335,穆桂英,杨宗保,杨宗保 — — 穆桂英,人物二   人物一,1,0
TRAIN_SENT_ID_258621,刘禅,刘备,南蛮 军 、 刘备 军 、 孙权 军 、 曹操 军 、 刘禅 军 、 孙皓 军 、 曹丕 军 、 司马昭 军 、 名 将军 。,南蛮 军  人物二 军  孙权 军  曹操 军  人物一 军  孙皓 军  曹丕 军  司马昭 军  名 将军,-1,0
TRAIN_SENT_ID_250167,秦始皇,胡亥,俗传 秦始皇 起 罪恶 ， 胡亥 极 ， 得 其理 矣 。,俗传 人物一 罪恶  人物二 极  其理,-1,0
TRAIN_SENT_ID_268209,王小利,李琳,王小利 、 李琳 、 小 沈阳 、 李咏 、 金琳琳 、 邓雯心 。,人物一  人物二  沈阳  李咏  金琳琳  邓雯心,1,0
TRAIN_SENT_ID_273575,陈建州,范玮琪,"范玮琪 , 陈建州",人物二  人物一,1,0
TRAIN_SENT_ID_285706,翁家明,俞小凡,郑少秋 、 俞小凡 、 张庭 、 郑佩佩 、 陈鸿烈 、 张振寰 、 铁梦秋 、 翁家明,郑少秋  人物二  张庭  郑佩佩  陈鸿烈  张振寰  铁梦秋  人物一,1,0
TRAIN_SENT_ID_256176,蒋介石,宋美龄,抗战 末期 宋美龄 赴美 后 ， 蒋经国 曾 在 此 居住 ， 更 多 的 时候 则 是 蒋介石 的 “ 国宾 招待所 ” 。,抗战 末期 人物二 赴美  蒋经国 居住  更 人物一  国宾 招待所,1,0
TRAIN_SENT_ID_273316,秦香莲,陈世美,这个 没有 多少 慷慨悲歌 、 愤怒 指责 的 “ 冷处理 ” ， 把 秦香莲 的 心理 动作 推向 更 高 的 层次 ， 所以 让 陈世美 不寒而栗 ， 这是 第三个 台阶 。,没有 慷慨悲歌  愤怒 指责  冷处理   人物一 心理 动作 推向 更 高 层次  人物二 不寒而栗  这是 第三个 台阶,1,0
TRAIN_SENT_ID_252256,秦嘉,徐淑,参与 创意 、 修建 了 龙源园 、 兰州 绿色 文化 博览园 、 通渭 秦嘉 徐淑 公园 等 ， 并 参与 指导 了 省内 一批 文化 园区 的 建设 论证 。,参与 创意  修建 龙源园  兰州 绿色 文化 博览园  通渭 人物一 人物二 公园  参与 指导 省内 一批 文化 园区 建设 论证,1,0
TRAIN_SENT_ID_285530,石井裕也,满岛光,满岛光 和 石井裕也,人物二 人物一,1,0
TRAIN_SENT_ID_284493,罗立如,焦宛儿,焦宛儿 恼恨 她 砍断 了 师兄 罗立如 一条 手臂 ， 竟 跟 她 赌 了 。,人物二 恼恨 砍断 师兄 人物一 一条 手臂  竟 赌,1,0
TRAIN_SENT_ID_252217,秦嘉,徐淑,夫妻 诗人 秦嘉 、 徐淑 / 65,夫妻 诗人 人物一  人物二,1,0
TRAIN_SENT_ID_260299,穆桂英,杨宗保,康山 ： 杨宗保 大战 穆桂英 山寨 现场 ， 红袄 军 起义 地址,康山  人物二 大战 人物一 山寨 现场  红袄 军 起义 地址,1,0
TRAIN_SENT_ID_256763,许婧,陈赫,陈赫 、 许婧,人物二  人物一,1,0
TRAIN_SENT_ID_259059,刘备,刘禅,此时 孙权 闻知 刘备 西征 ， 于是 遣 周善 引领 舟船 以迎 孙尚香 ， 幸得 赵云 与 张飞 勒兵 截江 ， 方重 夺 刘禅 。,孙权 闻知 人物一 西征  遣 周善 引领 舟船 以迎 孙尚香  幸得 赵云 张飞 勒兵 截江  方重 夺 人物二,-1,0
TRAIN_SENT_ID_268271,秦始皇,扶苏,《 秦始皇 》 扮演 小 扶苏,人物一  扮演 人物二,-1,0
TRAIN_SENT_ID_278798,任盈盈,任我行,出寺 后 正式 结交 任盈盈 ， 两人 相救 幽禁 梅庄 的 任我行 。,出寺 正式 结交 人物一  两人 相救 幽禁 梅庄 人物二,-1,0
TRAIN_SENT_ID_285652,黄兆函,黄宏,编剧 ： 王宏 、 张振彬 、 黄兆函 、 黄宏,编剧  王宏  张振彬  人物一  人物二,-1,0
TRAIN_SENT_ID_256221,孙尚香,刘备,刘备 可以 放 孙尚香 。,人物二 放 人物一,1,0
TRAIN_SENT_ID_262959,熊美玲,林秋离,作曲 : 熊美玲 歌词 : 林秋离 演唱 : 蔡琴,作曲  人物一 歌词  人物二 演唱  蔡琴,1,0
TRAIN_SENT_ID_258897,王熙凤,贾琏,连 王熙凤 都 要 让 她 三分 ， 贾琏 见到 她 都 要 叫 她 “ 好 姐姐 ” 。,人物一 三分  人物二 见到  姐姐,1,0
TRAIN_SENT_ID_277269,王惠,郭德纲,郭德纲 的 固执 让 王惠 无可奈何 ， 她 把 身上 所有 的 钱 都 留给 了 他 ， 含着泪 回到 了 天津 。,人物二 固执 人物一 无可奈何  身上 钱 留给  含着泪 回到 天津,1,0
TRAIN_SENT_ID_287192,封皇后,拓跋沙漠汗,代 文帝 拓跋沙漠汗 封皇后,代 文帝 人物二 人物一,1,0
TRAIN_SENT_ID_273189,黄苗子,郁风,两 公婆 对话 / 黄苗子 郁风,两 公婆 对话  人物一 人物二,1,0
TRAIN_SENT_ID_262737,熊美玲,林秋离,No.104 苦酒 的 探戈 （ 台语 ） 林秋离 熊美玲 江蕙,苦酒 探戈  台语  人物二 人物一 江蕙,1,0
TRAIN_SENT_ID_286950,曹帅,黄英,恋爱 期间 ， 曹帅 两次 向 黄英 求婚 ， 其中 第二次 是 在 凌晨 四点 半 的 时候 。,恋爱 期间  人物一 两次 人物二 求婚  第二次 凌晨 四点 半,1,0
TRAIN_SENT_ID_287264,段逸尘,段誉,在 大理 皇宫 两次 与 段誉 过招 ， 被 段逸尘 所救 。,大理 皇宫 两次 人物二 过招  人物一 所救,-1,0
TRAIN_SENT_ID_265689,贾环,贾政,大色空 十二 贾氏 : ： 贾敬 、 贾赦 、 贾政 、 贾宝玉 、 贾琏 、 贾珍 、 贾环 、 贾蓉 、 贾兰 、 贾芸 、 贾蔷 、 贾芹 。,大色空 十二 贾氏   贾敬  贾赦  人物二  贾宝玉  贾琏  贾珍  人物一  贾蓉  贾兰  贾芸  贾蔷  贾芹,-1,0
TRAIN_SENT_ID_287267,阮明园,阮海林,主编 ： 阮海林 副主编 ： 阮明园,主编  人物二 副主编  人物一,-1,0
TRAIN_SENT_ID_279530,李芳远,李成桂,经过 两次 变乱 ， 痛失 爱子 和 宠臣 的 李成桂 对 李芳远 极其 反感 ， “ 常 郁郁不乐 ， 游幸 稍数 ” 。,两次 变乱  痛失 爱子 宠臣 人物二 人物一 极其 反感   常 郁郁不乐  游幸 稍数,-1,0
TRAIN_SENT_ID_253587,沈浪,朱七七,众人 叹 这 世间 也 就 你 沈浪 治得 住 这 令人 头大 的 朱七七 。,众人 叹 世间 人物一 治得 住 令人 头大 人物二,1,0
TRAIN_SENT_ID_260661,李莎,李立三,李立三 故居 开放 ， 李莎 第一次 回 婆家,人物二 故居 开放  人物一 第一次 回 婆家,1,0
TRAIN_SENT_ID_261476,莫绍谦,慕咏飞,结婚 当夜 ， 慕咏飞 尖酸刻薄 的 谩骂 逼 得 莫绍谦 与其 分居 。,结婚 当夜  人物二 尖酸刻薄 谩骂 逼 人物一 分居,1,1
TRAIN_SENT_ID_266128,齐姜,申生,( 11 ) 齐姜 ： 申生 的 亡母 。,人物一  人物二 亡母,-1,0
TRAIN_SENT_ID_269809,李讷,江青,江青 与 李讷,人物二 人物一,-1,0
TRAIN_SENT_ID_271183,李治,唐太宗李世民,唐太宗李世民 和 唐高宗 李治 两世六伐 高句丽 ， 长山 列岛 重 入 唐朝 版图 。,人物二 唐高宗 人物一 两世六伐 高句丽  长山 列岛 重 入 唐朝 版图,-1,0
TRAIN_SENT_ID_277480,余鱼同,李沅芷,群雄 决定 进京 ， 余鱼同 独取 水路 ， 被 关东 三魔 和 言伯乾 追杀 ， 幸 被 热恋 他 的 李沅芷 所救 。,群雄 决定 进京  人物一 独取 水路  关东 三魔 言伯乾 追杀  幸 热恋 人物二 所救,1,0
TRAIN_SENT_ID_278934,汪涵,杨乐乐,主持人 ： 汪涵 陈鲁豫 何炅 杨乐乐 。,主持人  人物一 陈鲁豫 何炅 人物二,1,0
TRAIN_SENT_ID_281954,萧淑妃,李治,萧淑妃 唐高宗 李治 淑 妃,人物一 唐高宗 人物二 淑 妃,1,0
TRAIN_SENT_ID_268363,秦始皇,扶苏,扶苏 史籍 记载 : 《 史记 · 卷 六 · 秦始皇 本纪 第六 》,人物二 史籍 记载   史记  卷 六  人物一 本纪 第六,-1,0
TRAIN_SENT_ID_284214,高阳公主,万安国,高阳公主 魏书 : 《 魏书 . 卷 三十四 列传 第二十二 王洛 儿 车路头 卢鲁元 陈建 万安国 》,人物一 魏书   魏书  卷 三十四 列传 第二十二 王洛 车路头 卢鲁元 陈建 人物二,-1,0
TRAIN_SENT_ID_255892,蒋介石,宋美龄,蒋介石 虽 明知 冯是 托病 ， 但 也 曾 两度 偕 宋美龄 亲往 探视 慰问 ， 以示 关切 。,人物一 明知 冯是 托病  两度 偕 人物二 亲往 探视 慰问  以示 关切,1,0
TRAIN_SENT_ID_285011,庄月明,李嘉诚,从此 ， 庄月明 就 成 了 李嘉诚 的 广东话 老师 。,人物一 成 人物二 广东话 老师,1,0
TRAIN_SENT_ID_276484,尤氏,贾珍,若非 尤氏 患病 ， 贾珍 难于 相请 。,人物一 患病  人物二 难于 相请,1,0
TRAIN_SENT_ID_271580,毛岸青,毛泽东,王鹤滨 把 大 信封 拿 回 宿舍 ， 抽出来 一看 ， 是 毛岸青 写给 毛泽东 的 信 。,王鹤滨 信封 回 宿舍  抽出来 一看  人物一 写给 人物二 信,-1,0
TRAIN_SENT_ID_268636,潘金莲,武大郎,武大郎 （ 夜观 AV 的 小弟 ， 一直 迷恋 潘金莲 ， 但 却 始终 未得 伊人 芳心 ）,人物二  夜观  小弟  一直 迷恋 人物一  始终 未得 伊人 芳心,1,0
TRAIN_SENT_ID_273518,殷素素,张翠山,武功 ： 张翠山 和 殷素素 还有 谢逊 教 他 的 ， 名字 不明 。,武功  人物二 人物一 谢逊 教  名字 不明,1,0
TRAIN_SENT_ID_269222,陆雪琪,张小凡,葩 葩 相思 引 : 陆雪琪 - 葩 葩 鬼厉 / 张小凡 - 洋葱头,葩 葩 相思 引  人物一  葩 葩 鬼厉  人物二  洋葱头,1,0
TRAIN_SENT_ID_251169,廖仲恺,何香凝,何时 始识 廖仲恺 、 何香凝,始识 人物一  人物二,1,0
TRAIN_SENT_ID_258355,张兆和,沈从文,第六 封 沈从文 致 张兆和 （ 1934.1 . 13 ）,第六 封 人物二 人物一,1,0
TRAIN_SENT_ID_273102,谭蓓蓓,白云江,白云江 、 谭蓓蓓 当庭 表示 后悔 ， 并 对 遇害 家庭 表示 对不起 。,人物二  人物一 当庭 表示 后悔  遇害 家庭 表示 对不起,1,0
TRAIN_SENT_ID_279402,张维,陆士嘉,20 伉俪 爱国情 深处 — — 张维 与 陆士嘉 故居,伉俪 爱国情 深处   人物一 人物二 故居,1,0
TRAIN_SENT_ID_274668,傅敏,傅雷,《 傅聪版 傅雷 家书 》 是 由 出版社 出版 的 一部 教育 作品 ， 作者 是 傅敏 。,傅聪版 人物二 家书  出版社 出版 一部 教育 作品  作者 人物一,-1,0
TRAIN_SENT_ID_275306,潘巧云,杨雄,杨雄 醉 骂 潘巧云,人物二 醉 骂 人物一,1,0
TRAIN_SENT_ID_272376,夏紫薇,夏雨荷,夏紫薇 / 夏雨荷,人物一  人物二,-1,0
TRAIN_SENT_ID_266968,关索,关羽,关羽 像 左侧 为 关平 、 关兴 、 王甫 ， 右侧 为 周仓 、 关索 、 赵累 。,人物二 左侧 关平  关兴  王甫  右侧 周仓  人物一  赵累,-1,0
TRAIN_SENT_ID_264112,刘备,孙尚香,因为 不想 和 五虎将 及 孙尚香 分开 ， 所以 非常 害怕 真 刘备 治愈 的 那 一天 到来 。,不想 五虎将 人物二 分开  非常 害怕 真 人物一 治愈 一天 到来,1,0
TRAIN_SENT_ID_268633,潘金莲,武大郎,— — 在 武大郎 的 细心 照料 下 ， 潘金莲 的 病情 慢慢 好转 。,人物二 细心 照料  人物一 病情 慢慢 好转,1,0
TRAIN_SENT_ID_260222,穆桂英,杨宗保,第五十三回 穆桂英 智 擒 小 将军 孟 伯昌 巧劝 杨宗保,第五十三回 人物一 智 擒 将军 孟 伯昌 巧劝 人物二,1,0
TRAIN_SENT_ID_284691,怀嬴,秦穆公,秦穆公 又 把 怀嬴 送给 了 重耳 ！,人物二 人物一 送给 重耳,-1,0
TRAIN_SENT_ID_262579,扶苏,秦始皇,作为 长子 ， 秦始皇 对 扶苏 显然 寄托 了 太 多 希望 。,长子  人物二 人物一 显然 寄托 太 希望,-1,0
TRAIN_SENT_ID_276334,岳灵珊,林平之,第二十六章 岳灵珊 ， 林平之,第二十六章 人物一  人物二,1,0
TRAIN_SENT_ID_285407,花牵牛,李靖,八戒 终于 打开 了 宝塔 的 门 ， 没想到 出来 的 竟是 牛魔王 和 花牵牛 ， 原来 火焰山 正是 被 收 在 李靖 的 宝塔 内 ， 八戒 趁机 跳进 宝塔 。,八戒 终于 打开 宝塔 门  没想到 竟是 牛魔王 人物一  原来 火焰山 收 人物二 宝塔  八戒 趁机 跳进 宝塔,1,0
TRAIN_SENT_ID_271672,陆乘风,陆冠英,关海山 （ 陆乘风 ） ， 惠天赐 （ 陆冠英 ）,关海山  人物一   惠天赐  人物二,-1,0
TRAIN_SENT_ID_260880,贾珍,贾蓉,"贾珍 、 贾琏 、 贾环 、 贾蓉 等 皆 是 表礼 一端 , 金银 锞 一对 。 ”",人物一  贾琏  贾环  人物二 皆 表礼 一端  金银 锞 一对,-1,0
TRAIN_SENT_ID_271699,石厚,石碏,石碏 拒收 礼品 ， 推说 病重 回绝 ， 石厚 亲自 回家 请 。,人物二 拒收 礼品  推说 病重 回绝  人物一 亲自 回家 请,-1,0
TRAIN_SENT_ID_257749,桓雄,桓因,桓因 → 桓雄 → 檀君,人物二 → 人物一 → 檀君,-1,0
TRAIN_SENT_ID_275054,朱七七,沈浪,白飞飞 甘作 丫环 ， 与 沈浪 、 金无望 、 朱七七 同行 。,白飞飞 甘作 丫环  人物二  金无望  人物一 同行,1,0
TRAIN_SENT_ID_277367,樊姬,楚庄王,樊姬 无法 ， 就 不吃 肉 了 ， 楚庄王 才 觉悟 了 ， 改过自新 。,人物一 无法  不吃 肉  人物二 觉悟  改过自新,1,0
TRAIN_SENT_ID_267104,公子羽,明月心,但 要 救 明月心 的话 ， 就 得 去 找 公子羽 。,救 人物二  找 人物一,1,0
TRAIN_SENT_ID_260047,江珊,高曙光,陈宝国 / 江珊 / 高曙光 / 安泽豪,陈宝国  人物一  人物二  安泽豪,1,0
TRAIN_SENT_ID_258917,王熙凤,贾琏,后 王熙凤 发觉 贾琏 偷 娶 一事 ， 就 拿 他 来 盘问 ， 要 他 自己 打 自己 嘴巴 。,人物一 发觉 人物二 偷 娶 一事  盘问  嘴巴,1,0
TRAIN_SENT_ID_262988,熊美玲,林秋离,No.77 找 什么 理由 走 林秋离 熊美玲 彭伟华,找 理由 走 人物二 人物一 彭伟华,1,0
TRAIN_SENT_ID_273870,江冬秀,胡适,三十七 、 江冬秀 : 与 胡适 白头偕老,三十七  人物一  人物二 白头偕老,1,0
TRAIN_SENT_ID_286928,方润华,方树泉,方树泉 奖学金 、 方润华 奖教金,人物二 奖学金  人物一 奖教金,-1,0
TRAIN_SENT_ID_277697,李启铭,李刚,李启铭 ： 我爸 是 李刚 ， 你 懂 的 … …,人物一  我爸 人物二  懂,-1,0
TRAIN_SENT_ID_264964,刘星,刘梅,于是 ， 夏东海 和 刘梅 拉 着 是 刘星 、 夏雨 ， 买 了 好多 东西 去 看 那个 被 撞伤 的 老奶奶 ， 老奶奶 的 儿媳妇 接待 了 他们 。,夏东海 人物二 拉 人物一  夏雨  买 好多 东西 撞伤 老奶奶  老奶奶 儿媳妇 接待,-1,0
TRAIN_SENT_ID_281566,陈二狗,曹蒹葭,曹蒹葭 轻轻 把 枕 在 陈二狗 肩膀 。,人物二 轻轻 枕 人物一 肩膀,1,0
TRAIN_SENT_ID_266893,谢培东,谢木兰,方步 亭 和 谢培东 商议 把 方孟韦 和 谢木兰 送到 法国 去 留学 。,方步 亭 人物一 商议 方孟韦 人物二 送到 法国 留学,-1,0
TRAIN_SENT_ID_285823,尹天雪,尹浩,害过 的 人 ： 尹天雪 、 尹浩 、 小刀 、 小侠 、 隐修 等,害过  人物一  人物二  小刀  小侠  隐修,-1,0
TRAIN_SENT_ID_282761,申爱罗,车仁表,此剧 成 了 车仁表 和 申爱罗 的 定情 之作 。,此剧 成 人物二 人物一 定情 之作,1,0
TRAIN_SENT_ID_262968,熊美玲,林秋离,No.10 也许 你 有点 爱 我 林秋离 熊美玲 江淑娜,也许 有点 爱 人物二 人物一 江淑娜,1,0
TRAIN_SENT_ID_278576,岳灵珊,岳不群,岳灵珊 （ 师姐 ） 林平之 仇敌 : 余沧海 / 青城派 ， 木高峰 ， 岳不群 林平之 盟友 : 左冷禅,人物一  师姐  林平之 仇敌  余沧海  青城派  木高峰  人物二 林平之 盟友  左冷禅,-1,0
TRAIN_SENT_ID_262910,熊美玲,林秋离,No.82 夜 那样 深 林秋离 熊美玲 范怡文,夜 深 人物二 人物一 范怡文,1,0
TRAIN_SENT_ID_278720,叶一茜,田亮,6 、 《 小小的 美好 》 演唱 ： 夏 克立 、 黄嘉千 、 夏天 、 田亮 、 叶一茜 、 田雨 橙,小小的 美好  演唱  夏 克立  黄嘉千  夏天  人物二  人物一  田雨 橙,1,0
TRAIN_SENT_ID_283584,贾廷亮,王锁兰,贾廷亮 、 王锁兰,人物一  人物二,1,0
TRAIN_SENT_ID_263155,胡亥,秦始皇,原文 : 《 史记 · 秦始皇 本纪 》 ： “ （ 胡亥 ） 诛 （ 李 ） 斯 、 （ 冯 ） 去 疾 ， 任用 赵高 。,原文   史记  人物二 本纪     人物一  诛  李  斯   冯  疾  任用 赵高,-1,0
TRAIN_SENT_ID_262788,熊美玲,林秋离,45 ． 谢谢 你 的 爱 林秋离 词 、 熊美玲 曲,． 谢谢 爱 人物二 词  人物一 曲,1,0
TRAIN_SENT_ID_259136,刘备,刘禅,第四 编 汉昭烈 帝 刘备 《 遗诏 敕 刘禅 》,第四 编 汉昭烈 帝 人物一  遗诏 敕 人物二,-1,0
TRAIN_SENT_ID_272437,包惜弱,杨铁心,黄蓉 和 郭靖 设计 ， 欲 帮助 杨铁心 与 包惜弱 团圆 。,黄蓉 郭靖 设计  欲 帮助 人物二 人物一 团圆,1,0
TRAIN_SENT_ID_278793,任盈盈,任我行,于是 令孤冲 、 任盈盈 、 向问天 、 任我行 等 一同 去 找 东方不败 报仇 。,令孤冲  人物一  向问天  人物二 一同 找 东方不败 报仇,-1,0
TRAIN_SENT_ID_282026,施绩,朱然,陈寿 ： “ 朱治 、 吕范以 旧臣 任用 ， 朱然 、 朱桓 以勇烈 著闻 ， 吕据 、 朱异 、 施绩 咸有 将领 之才 ， 克绍 堂构 。,陈寿   朱治  吕范以 旧臣 任用  人物二  朱桓 以勇烈 著闻  吕据  朱异  人物一 咸有 将领 之才  克绍 堂构,-1,0
TRAIN_SENT_ID_272727,徐天宏,周绮,她 从小 锦衣玉食 ， 娇生惯养 ， 养成 鲁莽 率 真的 大 小姐 脾气 ， 她 何尝 独自 有 徐天宏 和 周绮 1 过 担当 ， 处理 过 难题 ？,从小 锦衣玉食  娇生惯养  养成 鲁莽 率 真的 小姐 脾气  何尝 独自 人物一 人物二  担当  处理 难题,1,0
TRAIN_SENT_ID_264192,刘备,孙尚香,请 看 孙尚香 ， 她 就是 为了 换取 刘备 的 鼎峙 之心 而 嫁给 他 的 。,请 人物二  换取 人物一 鼎峙 之心 嫁给,1,0
TRAIN_SENT_ID_283696,陈玉佳,江南春,新郎 ： 江南春 新娘 ： 陈玉佳,新郎  人物二 新娘  人物一,1,0
TRAIN_SENT_ID_270654,赵宏博,申雪,七律 赞 申雪 、 赵宏博,七律 赞 人物二  人物一,1,0
